ResponseId,MainBranch,Age,Employment_Status,CodingActivities,EdLevel,DevType,Country,"LearnCode_Other_online_resources_(e.g.,_videos,_blogs,_forum,_online_community)",LearnCode_On_the_job_training,LearnCode_Books___Physical_media,"LearnCode_School_(i.e.,_University,_College,_etc)",LearnCode_Online_Courses_or_Certification,LearnCode_Other,LanguageHaveWorkedWith_Python,LanguageHaveWorkedWith_SQL,LanguageHaveWorkedWith_Bash_Shell_(all_shells),LanguageHaveWorkedWith_JavaScript,LanguageHaveWorkedWith_HTML_CSS,LanguageHaveWorkedWith_Other,DatabaseHaveWorkedWith_PostgreSQL,DatabaseHaveWorkedWith_Microsoft_SQL_Server,DatabaseHaveWorkedWith_SQLite,DatabaseHaveWorkedWith_MySQL,DatabaseHaveWorkedWith_Snowflake,DatabaseHaveWorkedWith_Other,PlatformHaveWorkedWith_Amazon_Web_Services_(AWS),PlatformHaveWorkedWith_Microsoft_Azure,PlatformHaveWorkedWith_Google_Cloud,PlatformHaveWorkedWith_Databricks,PlatformHaveWorkedWith_Digital_Ocean,PlatformHaveWorkedWith_Other
40561,I am a developer by profession,25-34,employed,School or academic work;Professional development or self-paced learning from online courses;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40629,I am a developer by profession,35-44,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0
40935,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
40945,I am a developer by profession,25-34,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
40976,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;School or academic work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
41030,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,Data engineer,United States of America,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1
41046,I am a developer by profession,35-44,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
41256,I am a developer by profession,25-34,employed,Hobby;Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
41283,I am a developer by profession,25-34,employed,School or academic work;Professional development or self-paced learning from online courses,"Associate degree (A.A., A.S., etc.)",Data or business analyst,United States of America,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41289,I am a developer by profession,35-44,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41353,I am a developer by profession,45-54,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
41399,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
41401,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64,employed,Hobby;School or academic work;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
41460,I am a developer by profession,18-24,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
41475,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
41558,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
42241,I am a developer by profession,25-34,employed,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0
42258,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0
42306,I am a developer by profession,35-44,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
42433,I am a developer by profession,25-34,employed,Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
42521,"I used to be a developer by profession, but no longer am",45-54,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
42528,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
42561,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
42636,I am a developer by profession,25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
42644,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
42778,I code primarily as a hobby,Under 18,student,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Data or business analyst,United States of America,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43309,I am a developer by profession,18-24,student,,Some college/university study without earning a degree,Data scientist or machine learning specialist,United States of America,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
43352,I am a developer by profession,55-64,employed,Freelance/contract work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data engineer,United States of America,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
43515,I am a developer by profession,55-64,employed,Contribute to open-source projects,"Associate degree (A.A., A.S., etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
43544,I am a developer by profession,25-34,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
43609,I am a developer by profession,25-34,employed,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0
43675,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects;Bootstrapping a business,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
43779,I am a developer by profession,25-34,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1
43805,I am a developer by profession,35-44,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
43819,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
43887,I am a developer by profession,25-34,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
44051,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
44113,"I am not primarily a developer, but I write code sometimes as part of my work/studies",65 years or older,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
44147,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
44247,I am a developer by profession,65 years or older,employed,Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
44417,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
44434,I am a developer by profession,55-64,employed,Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
44451,I am a developer by profession,25-34,employed,Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
44478,I am a developer by profession,35-44,employed,Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44539,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44584,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44678,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0
44763,I am a developer by profession,45-54,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
44812,I am a developer by profession,18-24,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44871,I am a developer by profession,55-64,unemployed,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
44898,I am a developer by profession,55-64,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
45001,I am a developer by profession,25-34,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
45079,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
45191,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
45240,I am a developer by profession,25-34,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
45274,"I used to be a developer by profession, but no longer am",35-44,employed,Contribute to open-source projects;School or academic work;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1
45352,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
45604,I am a developer by profession,25-34,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
45665,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
45673,I am a developer by profession,45-54,employed,Hobby;Contribute to open-source projects;School or academic work;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45776,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
45873,I am a developer by profession,25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
45894,I am a developer by profession,45-54,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
45903,I am a developer by profession,35-44,unemployed,,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
45912,I am learning to code,65 years or older,unemployed,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46071,I am a developer by profession,45-54,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
46194,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
46283,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44,employed,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0
46291,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64,employed,Hobby;Contribute to open-source projects;School or academic work;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
46332,I am a developer by profession,25-34,employed,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data engineer,United States of America,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
46448,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;School or academic work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0
46488,I am a developer by profession,25-34,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0
46609,I am a developer by profession,25-34,employed,Hobby;Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
46630,I am a developer by profession,25-34,employed,School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
46650,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46759,I am a developer by profession,55-64,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
46804,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54,unemployed,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46847,I am a developer by profession,55-64,employed,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
48254,I am a developer by profession,55-64,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data or business analyst,United States of America,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48402,I am a developer by profession,25-34,employed,Bootstrapping a business,"Associate degree (A.A., A.S., etc.)",Data or business analyst,United States of America,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48437,I am a developer by profession,35-44,employed,Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
48582,I am a developer by profession,18-24,employed,Hobby;Contribute to open-source projects;School or academic work,Some college/university study without earning a degree,Data engineer,United States of America,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
48631,I am a developer by profession,35-44,employed,Bootstrapping a business;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,Data engineer,United States of America,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
48751,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data or business analyst,United States of America,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48769,I am a developer by profession,35-44,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
48789,I am a developer by profession,55-64,employed,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
48848,I am a developer by profession,35-44,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
48884,I am a developer by profession,35-44,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
49070,"I used to be a developer by profession, but no longer am",55-64,employed,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49272,I am a developer by profession,18-24,employed,Hobby;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
49308,I am a developer by profession,35-44,employed,Hobby;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49343,I am a developer by profession,25-34,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
49369,I am a developer by profession,35-44,employed,Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data engineer,United States of America,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
49399,I am a developer by profession,35-44,employed,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
49426,I am a developer by profession,45-54,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
49441,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54,employed,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1
49500,I am a developer by profession,35-44,employed,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
49534,I am a developer by profession,35-44,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
49637,I am a developer by profession,45-54,employed,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49760,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Hobby;Professional development or self-paced learning from online courses,Some college/university study without earning a degree,Data scientist or machine learning specialist,United States of America,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49870,I am a developer by profession,35-44,employed,Hobby;Contribute to open-source projects;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,United States of America,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1
50122,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24,employed,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data scientist or machine learning specialist,United States of America,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
50227,I am a developer by profession,25-34,employed,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,United States of America,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
